Export;EXP-2024-001 (2024-08-26T23:31:52+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-07-17T22:00:00+01:00;2024-07-17T23:00:00+01:00;10.8;11.04;7.45;19.41;13.98;45.61;4.7;17.38;22.47;53.41;17.02;10.56;11.14;15.05;12.75;20.87;9.97;16.44;16.18;14.83;2.5;9.58;23.62;24.18;27.89;9.11;22.12;7.55;5.45;15.64;19.1;23.07;15.67;6.03;4.65;9.05;80.59;43;4.37;1.82;3.61;3.93;19.34;2.14
NO2;uur;µg/m³;2024-07-17T23:00:00+01:00;2024-07-18T00:00:00+01:00;9.32;11.31;7.41;18.88;17.82;31.28;5.44;23.29;15.46;40.85;29.65;13.27;11.18;18.87;19.91;17.79;8.89;16.62;11.83;10.25;2.27;12.81;24.31;25.2;24.95;5.47;17.01;6.26;8.62;14.07;17.41;30.35;12.1;9.28;4.36;10.88;73.92;45.41;3.49;2.4;4.17;3.32;13.55;2.82
NO2;uur;µg/m³;2024-07-18T00:00:00+01:00;2024-07-18T01:00:00+01:00;8.26;14.59;5.56;17.91;10.94;15.73;5.73;21.02;12.31;40.66;25.95;12.71;16.83;17.48;22.31;12.81;9.01;22.7;10.49;10.6;2.47;10.4;29.04;18.81;19.06;4.57;14.88;5.64;15.24;12.69;19.69;40.78;13.04;14.23;4.64;8.98;57.06;37.22;3.48;3.96;5.09;3.96;9.55;4.36
NO2;uur;µg/m³;2024-07-18T01:00:00+01:00;2024-07-18T02:00:00+01:00;9.89;12.04;4.85;16.35;8.25;16.91;5.01;17.19;14.74;27.69;29.57;13.29;21.14;15.64;18.54;11.52;8.75;8.5;16.03;11.86;2.55;10.89;25.3;20.17;17.19;5.04;13.44;4.38;12.87;11.15;15.05;40.08;11.16;12.93;4.35;8;30.86;16.33;4.09;3.34;4.67;4.2;8.49;5.17
NO2;uur;µg/m³;2024-07-18T02:00:00+01:00;2024-07-18T03:00:00+01:00;8.86;13.55;4.7;18.63;7.7;17.93;5.1;14;13.15;22.44;22.71;14.02;19.34;13.1;19.27;14.02;8.82;14.37;16.03;16.65;2.78;11.16;23.79;18.43;18.88;7.01;13.86;3.77;9.95;9.13;11.22;16.97;8.96;13.28;5.75;6.45;34.14;15.21;5;3.1;4.13;3.44;5.03;5.34
NO2;uur;µg/m³;2024-07-18T03:00:00+01:00;2024-07-18T04:00:00+01:00;8.28;13.94;4.83;20.5;9.6;47.44;6.29;12.93;13.44;20.5;15.03;12.93;13.39;10.09;29.17;20.38;12.76;12.86;18.36;18.36;6.6;14.69;17.62;18.68;24.6;6.9;13.73;4.5;8.61;7.15;10.11;26.68;6.71;13.52;6.16;6.9;37.85;19.17;4.02;2.72;3.98;3.96;4.05;4.67
NO2;uur;µg/m³;2024-07-18T04:00:00+01:00;2024-07-18T05:00:00+01:00;12.31;14.56;5.32;20.24;11.65;20.81;5.22;15.81;17.07;26.33;12.94;12.6;13.41;7.37;29.25;31.29;15.41;14.21;16.03;18.37;7.89;18.52;19.33;25.02;42.72;5.76;25.24;5.53;7.88;7.73;11.27;26.42;8.4;14.74;6.84;8.12;52.88;21.31;5.86;2.73;3.47;6.7;6.88;3.47
NO2;uur;µg/m³;2024-07-18T05:00:00+01:00;2024-07-18T06:00:00+01:00;12.34;17.3;7.03;26.72;12.74;37.99;5.78;28.62;22.03;27.94;12.35;15.41;17.62;7.32;20.89;27.94;18.9;27.87;17.14;21.14;7.74;21.23;18.19;35.55;53.2;6.08;23.08;3.19;10.46;10.78;18.28;19.85;12.2;16.62;6.85;7.24;44.33;17.14;5.34;4.36;2.84;4.96;16.78;3.25
NO2;uur;µg/m³;2024-07-18T06:00:00+01:00;2024-07-18T07:00:00+01:00;12.12;28.58;7.8;42.5;14.14;29.8;4.4;25.63;34.54;35.94;27;22.13;29.37;17.93;23.38;45.11;23.09;47.24;16.46;23.23;22.22;26.42;17.3;36.38;43.64;5.63;43.01;3.89;12.57;12.72;27.01;12.06;14.32;20.95;7.62;6.67;50.37;31.75;3.44;5.18;4.35;3.53;20.47;4.41
NO2;uur;µg/m³;2024-07-18T07:00:00+01:00;2024-07-18T08:00:00+01:00;14.2;21.08;20.73;36.9;18.7;23.86;7.8;25.73;30.11;37.19;37.31;19.01;27.07;17.74;12.71;39.17;29.13;34.14;23.62;32.24;19.9;33.24;16.28;38.95;44.7;2.51;37.76;3.17;10.48;13.41;22.91;7.38;12.17;23.21;10;10.16;39.87;39.38;3.51;4.3;6.7;1.8;20.69;3.46
NO2;uur;µg/m³;2024-07-18T08:00:00+01:00;2024-07-18T09:00:00+01:00;12.92;16.23;23.67;28.34;19.84;18.25;7.83;21.47;24.68;31.71;21.27;18.25;16.78;18.62;6.69;20.53;35.72;32.38;20.96;33.81;11.66;33.52;21.09;44.38;45.71;2.73;29.49;3.37;8.27;11.19;21.38;8.09;10.98;20.8;12.75;5.77;23.38;14.04;5.28;2.7;6.16;1.88;20.53;5.86
NO2;uur;µg/m³;2024-07-18T09:00:00+01:00;2024-07-18T10:00:00+01:00;7.1;10.73;9.53;20.66;12.64;12.94;6.78;16.5;14.5;22.06;10.14;13.34;12.45;10.27;7.3;8.52;31.19;28.56;16.96;16.09;12.68;32.63;19.48;50.57;55.65;2.39;27.11;3.27;7.42;14.45;20.4;7.83;10.88;13.4;14.73;5.29;19.7;10.38;11.08;2.59;4.52;2.66;15.95;6.33
NO2;uur;µg/m³;2024-07-18T10:00:00+01:00;2024-07-18T11:00:00+01:00;4.92;10.06;7.9;17.94;7.87;10.45;3.9;11.02;10.77;18.18;4.26;6.56;7.62;5.39;12.41;5.55;23.42;28.87;9.73;10.46;10.18;22.08;13.54;35.53;56.76;3.14;22.97;2.54;6.8;8.53;13.23;11.17;6.71;11.57;12.86;4.86;13.97;6.38;2.78;2.56;2.89;1.23;10.94;3.22
NO2;uur;µg/m³;2024-07-18T11:00:00+01:00;2024-07-18T12:00:00+01:00;3.82;6.11;4.07;19.83;5.55;5;2.22;8.29;9.94;14.03;2.78;9.77;5.2;3.43;15.83;2.94;17.27;14.24;6.64;6.92;6.38;22.98;11.02;26.84;47.89;3.42;14.77;2.15;5.54;11.66;13.39;12.7;6.55;8.11;9.74;5.64;19.27;5.09;3.1;2.19;2.53;1.06;10.2;4.16
NO2;uur;µg/m³;2024-07-18T12:00:00+01:00;2024-07-18T13:00:00+01:00;2.39;6.25;4.28;14.21;4.3;3.55;1.98;7.25;8.28;20.11;2.56;13.42;3.52;3.59;4.6;5.63;13.61;13.58;4.87;5.61;4.01;18.54;9.24;20.68;29.82;3.01;10.55;1.99;3.93;7.7;13.51;12.25;6.17;4.47;6.8;5.44;16.28;5.45;2.57;1.85;2.35;1.12;10.94;2.99
NO2;uur;µg/m³;2024-07-18T13:00:00+01:00;2024-07-18T14:00:00+01:00;2.69;5.78;3.74;19.08;4.39;3.9;1.99;8.67;11.16;21.74;4.35;9.79;2.81;3.37;3.08;9.25;7.84;17.81;5.98;6.49;2.61;16.79;12.71;23.86;11.86;3.32;18.91;1.94;3.35;8.57;14.83;17.17;6.24;4.65;5.73;4.81;25.99;6.52;2.45;1.95;2.22;1.17;8.46;2.66
NO2;uur;µg/m³;2024-07-18T14:00:00+01:00;2024-07-18T15:00:00+01:00;2.37;4.29;3.73;9.34;4.26;3.75;1.55;7.51;10.11;19.87;4.34;7.5;3.17;3.79;3.34;10.67;5.36;15.24;5.76;5.16;1.35;12.32;9.07;20.18;11.06;2.83;10.14;1.9;3.05;8.63;14.54;5.44;6.46;5.28;4.53;3.85;38.87;8.62;2.26;1.63;2.13;1.24;11.55;2.85
NO2;uur;µg/m³;2024-07-18T15:00:00+01:00;2024-07-18T16:00:00+01:00;3.31;4.09;3.76;12.79;4.26;3.99;1.87;9.64;12.57;23.99;3.33;7.26;2.76;3.29;3.14;9.4;5.86;12.33;5.57;4.99;1.66;12.35;7.95;22.31;11.37;3.26;8.14;2.22;3.48;10.64;12.24;9.83;6.45;5.75;4.5;11.21;45.48;15.89;2.64;1.7;2.11;0.98;11.25;2.89
NO2;uur;µg/m³;2024-07-18T16:00:00+01:00;2024-07-18T17:00:00+01:00;3.34;3.69;3.77;12.32;3.56;4.02;2.17;9.93;13.7;17.83;3.51;7.84;2.76;4.08;6.56;10.76;5.03;12.15;5.63;4.38;2.06;10.33;6.97;18.72;6.81;3.67;14.64;2.39;3.32;5.47;15.07;7.98;5.84;5.72;4.64;4.42;30.99;13.47;2.15;1.95;2.14;1.26;11.12;2.57
NO2;uur;µg/m³;2024-07-18T17:00:00+01:00;2024-07-18T18:00:00+01:00;3.46;4.77;3.75;12.66;4.35;5.01;2.16;8.33;11.28;14.02;4.01;7.59;2.74;4.17;19.74;8.44;4.3;16.23;5.68;4.96;1.56;13.36;8.4;13.12;6.87;3.45;17.33;2.27;4.75;4.3;11.53;6.36;5.79;6.4;4.15;4.51;28.89;11.02;2.66;1.98;2.15;1.42;12.99;2.75
NO2;uur;µg/m³;2024-07-18T18:00:00+01:00;2024-07-18T19:00:00+01:00;5;5.58;4.08;14.13;4.61;6.18;3.66;9.41;11.72;13.01;5.3;11.78;3.21;4.34;20.71;14.38;5.36;9.37;6.67;6.18;2.46;14.96;5.67;15.48;8.59;3.75;7.77;2.53;5.39;4.43;9.09;8.81;4.89;5.96;4.06;4.57;32.86;14.09;3.59;3.2;2.16;2.01;8.89;3.33
NO2;uur;µg/m³;2024-07-18T19:00:00+01:00;2024-07-18T20:00:00+01:00;9.44;7.28;4.63;16.74;5.68;21.09;5.56;16.57;18.86;11.52;5.61;13.1;4;6.55;33.66;25.44;6.28;11.53;15.41;6.51;4.62;19.46;11.36;21.79;12.92;8.3;7.37;3.62;6.01;5.54;9.38;11.32;6.39;8.05;4.2;8.49;55.51;24.34;6.55;3.83;2.71;1.87;17.96;8.73
NO2;uur;µg/m³;2024-07-18T20:00:00+01:00;2024-07-18T21:00:00+01:00;18.16;13.23;7.84;29.94;13.33;25.92;8.12;19.01;17.88;19.36;8.76;21.22;8.42;10.42;16.46;24.57;10.92;13.2;18.56;11.34;8.24;26;20.73;26.33;33.36;6.2;17.85;3.7;7.42;7.64;11.7;8.58;8.38;11.36;7.03;8;88.87;35.3;10.12;8.97;4.77;2.91;19.67;5.72
NO2;uur;µg/m³;2024-07-18T21:00:00+01:00;2024-07-18T22:00:00+01:00;27.78;14.58;6.43;28.87;29.83;48.07;10.5;20.02;17.52;28.62;11.21;14.3;17.11;13.09;15.84;23.61;17.03;14.9;9.83;13.87;13.47;34.79;16;36.16;46.98;9.35;25.75;5.23;7.24;9.04;13.05;13.75;10.41;8.04;11.36;6.43;80.17;38.05;8.29;5.93;4.21;4.05;15.88;5.88
NO2;uur;µg/m³;2024-07-18T22:00:00+01:00;2024-07-18T23:00:00+01:00;12.54;13.94;7;30.41;28.36;50.91;10.73;13.55;15.76;27.79;13.97;18.69;13.94;14.89;17.58;20.45;12.23;14.97;9.46;12.61;19.05;23.43;10.29;33.42;37.05;6.54;29.59;3.66;8.14;8.83;11.15;22.48;10.12;8.63;10.04;6.22;68.84;30.14;6.03;3.82;4.92;2.31;15.82;4.36
NO2;uur;µg/m³;2024-07-18T23:00:00+01:00;2024-07-19T00:00:00+01:00;12.44;15.81;6.26;34.74;15.97;42.8;11.44;11.41;14.81;24.7;10.36;14.89;14.5;16.09;13.09;44.32;10.43;12.3;12.9;9.69;18.21;16.99;8.69;25.07;26.58;4.27;31.11;4.36;9.42;8.4;11.93;19.41;11.25;9.19;9.91;7.05;37.38;24;5.67;3.27;5.32;2.69;10.8;5.59
NO2;uur;µg/m³;2024-07-19T00:00:00+01:00;2024-07-19T01:00:00+01:00;14.21;14.86;7.98;18.41;27.06;87.66;11.99;13.93;14.19;23.44;13.63;17.22;13.4;12.72;7.61;24.14;8.5;11.43;11.78;12.25;13.51;10.5;8.13;17.58;16.86;6.86;26.49;5.56;10.13;9.26;10.46;16.05;9;7.46;8.27;7.17;52.47;25;5.26;5.28;6.2;3.46;6.59;5.15
NO2;uur;µg/m³;2024-07-19T01:00:00+01:00;2024-07-19T02:00:00+01:00;15.44;16.83;7.03;10.49;29.77;55.71;11.21;12.8;13.3;23.04;17.26;11.54;13.3;10.74;7.54;25.64;9.43;8.69;11.27;10.2;12.99;10.33;7.26;15.31;17.1;7.1;22.48;5.4;8.94;6.13;7.97;5.87;6.87;8.67;7.24;6.46;41.59;16.62;4.37;4.86;5.08;4.27;4.6;3.65
NO2;uur;µg/m³;2024-07-19T02:00:00+01:00;2024-07-19T03:00:00+01:00;15.18;16.41;6.81;11.23;10.48;19.8;11.05;13.61;13.97;20.35;15.92;12.39;14.62;10.38;8.78;21.03;10.9;8.68;10.93;12.06;10.85;11.06;7.15;13.81;16;5.91;36.55;4.33;5.88;5.7;7.63;6.8;6.38;14.36;7.38;7.5;38.45;13.55;5.11;4.86;5.35;5.26;4.1;3.84
NO2;uur;µg/m³;2024-07-19T03:00:00+01:00;2024-07-19T04:00:00+01:00;15.63;18.83;6.52;15.86;7.52;23.2;10.43;14.39;15.36;22.62;12.76;12.72;15.16;11.7;9.38;18.41;10.84;9.26;15.48;19.94;9.29;8.79;9.44;16.52;26.38;5.42;33.5;5;6.13;5.81;10.29;6.03;6.94;11.3;7.19;9.57;36.09;14.22;5.42;4.15;5.45;4.43;4.78;3.67
NO2;uur;µg/m³;2024-07-19T04:00:00+01:00;2024-07-19T05:00:00+01:00;18.33;18.37;6.63;29.65;8.77;35.75;9.78;18.32;19.48;29.13;16.45;13.43;18.58;14.6;10.89;20.83;11.72;19.64;17.59;12.25;11.73;12.47;12.87;36.41;44.95;5.27;35.24;3.99;6.92;6.58;13.75;7.18;8.54;10.58;7;15.8;40.2;17.18;6.48;4.55;5.3;4.51;5.96;3.78
NO2;uur;µg/m³;2024-07-19T05:00:00+01:00;2024-07-19T06:00:00+01:00;21.65;20.63;6.4;27.25;9.37;28.51;9.98;22.19;22.59;42.88;21.53;16.04;25.67;19.15;13.29;26.22;20.41;30.64;15.87;16.04;13.98;18.99;20.84;57.6;55.48;4.46;36.52;;8.58;10.81;23.17;9.51;15.64;14.8;8.34;14.64;40.57;23.21;7.07;6.14;4.41;5.22;7.99;4.47
NO2;uur;µg/m³;2024-07-19T06:00:00+01:00;2024-07-19T07:00:00+01:00;17.91;22.55;4.51;33.87;13.76;24.26;10.91;25.78;23.34;48.91;30.6;19.68;20.52;19.87;15.55;33.92;35.93;49.87;15.89;16.15;16.44;28.44;22.87;56.94;60.87;4.6;50.45;5.03;11.86;19.55;34.18;8.35;24.01;18.49;13.59;11.75;42.2;23.73;7.62;5.41;6.36;5.04;11.29;4.87
NO2;uur;µg/m³;2024-07-19T07:00:00+01:00;2024-07-19T08:00:00+01:00;12.67;20.97;13.61;34.86;17.7;20.81;15.05;24.43;24.04;46.62;31.02;21.1;19.81;19.2;14.51;30.1;48.43;53.58;20.97;19.42;15.27;35.77;31.6;50.32;61.83;5.83;46.91;5.21;11.48;22.57;36.1;12.69;24.19;19.66;14.19;15.64;32.73;23.43;9.51;5.68;6.59;5.79;15.08;4.61
NO2;uur;µg/m³;2024-07-19T08:00:00+01:00;2024-07-19T09:00:00+01:00;8.67;21.73;20.89;31.06;25.51;16.4;16.29;20.1;20.63;35.49;23.77;22.33;18.22;16.69;14.21;17.67;40.33;49.81;19.22;23.58;16.27;33.67;27.49;62.91;55.88;5.63;30.05;6.34;15.51;26.39;29.18;15.8;21.87;20.34;11.9;12.78;24.92;20.01;8.96;6.29;7.48;4.82;18.73;5.27
NO2;uur;µg/m³;2024-07-19T09:00:00+01:00;2024-07-19T10:00:00+01:00;7.01;18.78;17.88;30.75;31.95;17.91;13.3;16.68;15.53;31.41;17.26;20.58;13.27;13.11;16.72;25.35;42.66;43.03;17.76;20.34;14.32;35.39;27.23;60.47;56.19;7.39;27.24;7.87;17.94;27.39;32.57;12.63;20.27;17.95;9.55;22.52;22.83;15.41;9.42;5.52;6.08;5.68;22.51;5.05
NO2;uur;µg/m³;2024-07-19T10:00:00+01:00;2024-07-19T11:00:00+01:00;7.29;11.57;14.47;25.5;19.06;11.15;17.2;15.96;14.57;26.73;12.82;13.68;9.38;9.65;20.8;31.67;37.58;38.64;16.95;18.22;11.74;33.66;21.06;56.82;55.49;6.96;29.63;9.57;18.63;29.47;25.68;12;18.52;17.54;6.49;19.62;20.84;19.14;5.41;5.67;3.47;6.91;19.67;4.66
NO2;uur;µg/m³;2024-07-19T11:00:00+01:00;2024-07-19T12:00:00+01:00;8.41;8.82;8.23;14.93;9.02;6.32;27.55;14.78;14.26;21.27;5.36;8.8;8.12;7.19;19.25;25.53;30.3;41.27;18.15;15.61;10.45;30.99;17.3;52.21;51.42;6.23;30.76;7.35;18.78;19.78;24.65;11.69;14.42;17.62;2.53;14.83;16.59;12.35;6.43;4.66;2.95;5.36;17.23;3.4
NO2;uur;µg/m³;2024-07-19T12:00:00+01:00;2024-07-19T13:00:00+01:00;2.81;6.51;5.19;15.59;5.5;5.28;19;12.62;9.07;33.21;5.07;6.95;4.86;5;13.82;12.84;19.24;35.9;15.89;12.4;7.91;20.36;15.73;49.17;52.84;7.5;23.53;5.35;17.12;17.94;30.69;11.77;13.95;13.24;1.69;11.91;13.58;;4.52;3.02;2.5;2.56;12.56;3.11
NO2;uur;µg/m³;2024-07-19T13:00:00+01:00;2024-07-19T14:00:00+01:00;2.85;6.57;4.89;17.38;5.59;3.76;13.62;9.94;9.64;32.72;5.14;11.54;4.09;3.64;8.48;4.9;15.49;31.56;11.77;7.17;10.89;17.3;11.86;30.97;46.23;8.87;28.64;3.81;13.88;24.75;27.35;10.03;12.73;10.36;1.71;8.74;20.54;7.11;4.99;2.79;2.45;2.41;16.51;2.05
NO2;uur;µg/m³;2024-07-19T14:00:00+01:00;2024-07-19T15:00:00+01:00;2.82;3.85;4.49;19.34;4.41;3.76;8.02;9.35;8.43;29.32;3.88;12.2;3.02;2.66;7.7;5.05;15.17;25.14;7.72;5.95;11.13;16.96;9.73;15.35;59.32;6.36;27.09;3.72;8.25;29.49;31.81;8.57;11.71;7.7;1.76;8.05;8.53;5.99;5.28;3.16;2.19;3.3;17.12;2.08
NO2;uur;µg/m³;2024-07-19T15:00:00+01:00;2024-07-19T16:00:00+01:00;3.38;7.96;3.6;13.95;4.86;3.62;5.37;10.61;9.04;30.78;3.64;4.24;4.53;3.09;11.65;4.87;14.83;17.73;6.03;7.25;10.3;18.08;7.28;12.99;68.56;4.49;29.57;4.54;7.14;22.34;21.71;6.39;9.34;7.83;2.07;8.19;10.51;8.23;4.06;3.57;2.04;2.37;12.11;1.94
NO2;uur;µg/m³;2024-07-19T16:00:00+01:00;2024-07-19T17:00:00+01:00;5.75;5.67;4.11;15.28;5.13;3.82;3.41;9.86;9.75;23.72;2.98;3.75;4.36;5.14;6.91;5.14;12.74;19.82;6.07;4.99;6.43;14.65;8.67;14.27;41.9;7.82;28.15;5.36;6.65;14.35;14.71;8.01;6.38;5.87;2.13;4.97;11.69;6.59;2.91;4.28;2.15;2.58;12.62;2.08
NO2;uur;µg/m³;2024-07-19T17:00:00+01:00;2024-07-19T18:00:00+01:00;4.77;4.34;4.74;13.74;5.79;4.09;3.2;11.3;8.6;16.91;2.77;3.47;3.8;6.53;6.45;4.94;11.91;15.58;6.66;5;5.62;14.2;8.53;18.68;41.41;6.74;18.4;5.5;4.71;19.91;21.23;8.14;5.56;5.38;3.58;13.35;15.47;7.01;5.6;5.27;2.63;3.15;9.95;2.29
NO2;uur;µg/m³;2024-07-19T18:00:00+01:00;2024-07-19T19:00:00+01:00;5.57;3.72;5.87;14.86;6.47;6.33;3.46;8.77;7.58;21.36;3.42;5.58;4.26;6.39;4.17;4.13;15.41;24.52;7.33;10.54;5.66;18.35;6.03;16.21;45.24;7.64;14.42;4.17;3.58;17.74;20.06;9.19;4.4;5.39;5.64;13.76;16.58;10.6;12.09;4.58;3.04;4.65;11.33;2.91
NO2;uur;µg/m³;2024-07-19T19:00:00+01:00;2024-07-19T20:00:00+01:00;7.18;7.03;6.52;21.97;9.33;7.37;4.44;15.58;12.46;22.55;6.67;14.75;6.47;9.59;9.91;6.64;14.54;27.78;9.65;8.74;6.36;19.6;6.7;65.96;44.73;9.2;19.83;7.78;4.58;24.65;23.21;12.07;9.51;9.1;6.56;4.42;23.41;15.96;9.08;5.79;3.71;9.9;11.28;3.44
NO2;uur;µg/m³;2024-07-19T20:00:00+01:00;2024-07-19T21:00:00+01:00;10.73;11.45;8.76;27.63;19.32;7.76;4.5;19.39;17.95;39.07;13.41;38.86;9.13;10.88;8.33;9.05;16.73;25.14;11.11;11.42;7.94;26.24;10.7;46.91;45.58;11.5;26.69;9.77;7.54;30.06;27.81;12.43;14.72;15.06;9.87;5.74;30.66;13.77;6.16;8.61;5.08;14.64;15.94;4.44
NO2;uur;µg/m³;2024-07-19T21:00:00+01:00;2024-07-19T22:00:00+01:00;20.55;12.76;9.75;46.56;26.77;13.65;4.9;16.29;19.54;46.3;19.17;17;11.73;13.22;12.37;9.67;19.87;27.19;12.88;16.69;10.76;36.12;16.79;75.77;47.87;14.38;33.12;10.62;13.48;23.53;29.25;18.82;13.82;14.5;18.14;8.25;29.26;11.83;7.2;8.26;6.84;5.86;22.94;8.38
NO2;uur;µg/m³;2024-07-19T22:00:00+01:00;2024-07-19T23:00:00+01:00;23.39;12.88;8.65;46.65;35.14;24.97;5.8;12.78;23.37;45.02;14.46;14.22;17.95;17.25;13.25;9.35;29.49;34.51;14.32;15.11;17.39;43.74;18.42;50.04;44.41;11.22;30.29;6.21;13.94;24.59;32.95;10.17;13.78;14.35;20.8;9.4;25.28;7.05;7.86;8.83;7.43;6;18.32;7.22
NO2;uur;µg/m³;2024-07-19T23:00:00+01:00;2024-07-20T00:00:00+01:00;24.78;13.06;7.57;39.87;23.39;23.29;6.66;13.57;19.88;32.66;15.97;10.99;20.31;17.37;14.59;10.62;34.83;24.08;15.47;13.17;14.9;30.23;19.24;66.42;41.52;8.61;36.26;7.42;10.54;22.23;28.27;13.56;12.59;16.34;15.93;9.15;23.18;5.55;7.18;7.72;8.12;5.32;13.74;5.65
NO2;uur;µg/m³;2024-07-20T00:00:00+01:00;2024-07-20T01:00:00+01:00;24.38;20.39;8.59;27.69;18.09;31.24;9.03;;20.61;29.46;15.75;11.13;23.07;17.87;14.41;10.43;38.41;20.61;14.22;11.55;11.43;33.26;19.25;46.6;38.36;7.17;;9.06;11.14;21.34;26.76;13.86;15.1;12.75;10.68;10.25;40.6;11.52;8.24;6.6;9.79;5.09;10.65;6.16
NO2;uur;µg/m³;2024-07-20T01:00:00+01:00;2024-07-20T02:00:00+01:00;18.93;18.87;7.33;32.16;17.16;31.48;7.7;19.87;18.29;32.18;15.19;8.76;27.97;16.66;9.34;8.93;38.44;17.16;12.13;11.44;8.76;25.85;19.19;53.19;37.03;7.43;13.76;6.92;10;15.81;21.65;9.69;12.96;12.17;8.21;11.55;52.86;10.33;6.77;5.58;9.02;4.43;;5.79
NO2;uur;µg/m³;2024-07-20T02:00:00+01:00;2024-07-20T03:00:00+01:00;;26.96;7.02;28.56;15.53;26.65;8.23;17.69;23.8;41.43;16.61;8.21;26.48;15.95;10.62;7.81;34.43;13.66;12.23;11.76;8.11;23.83;16.83;53.42;29.81;9.03;12.85;6.15;11.77;12.29;20.13;7.32;11.12;12.57;7.44;9.16;44.41;13.1;6.62;5.35;7.76;4.42;;5.52
NO2;uur;µg/m³;2024-07-20T03:00:00+01:00;2024-07-20T04:00:00+01:00;;24.52;5.23;25.29;12.88;25.03;10.01;20.8;21.4;31.05;17.43;8.98;25.43;18.1;9.57;8.8;30.82;15.49;15.54;12.65;8.56;23.18;17.51;56.3;26.77;7.25;15.64;5.8;12.03;12.42;18.27;9.4;9.53;17.51;7.7;8.54;37.76;20.18;7.08;5.25;7.83;4.69;;5.34
NO2;uur;µg/m³;2024-07-20T04:00:00+01:00;2024-07-20T05:00:00+01:00;;23.57;5.01;25.67;10.92;25.19;11.26;23.42;25.37;34.34;18.76;11.61;25.15;15.74;12.67;17.1;29.06;16.67;16.51;14.77;8.88;24.24;16.64;54.82;34.56;7.63;20.13;4.77;13.91;11.01;19.7;12.52;10.32;12.59;9.1;8.09;37.66;16.03;6.61;5.39;6.32;5.16;;5.6
NO2;uur;µg/m³;2024-07-20T05:00:00+01:00;2024-07-20T06:00:00+01:00;;24.8;5.01;25.01;11.23;33.8;11.23;26.24;27.57;30.55;20.64;13.24;29.63;15.36;17.02;13.49;30.47;19.95;15.63;17.5;10.88;27.32;17.35;59.54;39.74;6.85;24.93;4.81;15.54;14.63;19.3;15.93;16.05;15.31;9.99;9.93;38.95;17.92;8.46;5.58;5.6;5.62;;5.73
NO2;uur;µg/m³;2024-07-20T06:00:00+01:00;2024-07-20T07:00:00+01:00;;20.4;5.07;28.78;10.87;27.46;10.3;23.78;22.32;29.33;16.52;12.46;22.42;14.29;13.34;16.57;34.3;25.46;15.44;16;13.61;29.51;21.09;42.4;42.26;6.61;24.98;5.1;14.5;20.15;27.39;13.08;17.63;15.82;9.63;10.42;47.33;23.7;8.78;8.29;7.12;6.37;9.41;6.23
NO2;uur;µg/m³;2024-07-20T07:00:00+01:00;2024-07-20T08:00:00+01:00;;18.29;5.47;23.4;10.84;17.5;9.01;17.84;18.91;22.86;13.25;9.48;16.6;15.51;10.9;15.11;32.1;22.75;12.51;14.21;13.97;27.37;18.18;65.32;37.52;9.32;40.91;6.11;13.13;20.02;23.42;11.53;15.08;18.14;9.41;10.11;41.48;25.7;10.83;7.41;6.95;6.16;10.14;5.37
NO2;uur;µg/m³;2024-07-20T08:00:00+01:00;2024-07-20T09:00:00+01:00;;15.39;4.53;18.15;8.14;12.52;6.99;14.38;13.36;19.81;10.31;8.56;11.78;13.99;11.88;20.67;26.92;18.69;11.33;11.52;10.19;18.89;13.55;33.41;34.87;7.24;31.76;4.88;11.91;15.63;18.81;10.2;10.38;15.65;9.17;7.97;38.48;16.88;7.23;6.09;6.42;5.25;25.5;5.54
NO2;uur;µg/m³;2024-07-20T09:00:00+01:00;2024-07-20T10:00:00+01:00;;9.84;3.53;12.37;4.91;8.82;4.96;9.92;9.42;17.07;6.76;7.49;6.54;9.95;32.07;8.6;23.59;13.88;7.66;8.56;6.56;19.78;9.32;20.17;33.3;13.37;27.45;4.93;7.55;9.22;14.3;6.96;7.13;9.29;6.84;3.43;33.84;13.84;6.28;5.57;5.09;4.79;16.17;4.94
NO2;uur;µg/m³;2024-07-20T10:00:00+01:00;2024-07-20T11:00:00+01:00;;8.61;2.94;16.05;3.19;5.75;2.9;7.84;9.17;14.81;3.81;4.99;4.99;5.94;28.46;5.06;20.13;18.46;7.48;6.41;4.74;18.97;8.19;20.82;32.61;5.81;20.22;3.1;5.22;8.91;14.17;3.78;5.36;7.59;4.71;12.44;22.7;8.05;5.52;5.61;4.08;3.86;;4
NO2;uur;µg/m³;2024-07-20T11:00:00+01:00;2024-07-20T12:00:00+01:00;;6.23;2.43;12.7;2.57;4.21;2.73;6.01;7.36;13.19;2.31;5.13;4.11;3.93;30.89;4.96;18.05;20.17;7.32;6.32;3.5;14.61;6.23;12.17;39.85;4.65;14.98;2.25;3.86;12.63;16.41;4.05;7.5;5.79;3.2;3.19;19;8.38;4.62;3.88;3.44;3.36;;3.16
